timestamp,forklift_id,operator_id,speed_kmph,running_hours,idle_hours,battery_soc,voltage,current,harsh_brake,collision,is_idle,utilization_pct,total_hours,idle_pct,low_battery_flag,battery_stress_index,voltage_deviation,high_current_flag,safety_risk_score,shift_Evening,shift_Night,rolling_avg_soc,rolling_avg_current,failure_risk
2025-05-22,FL_001,OP_001,10.46,3.46,1.36,48.6,46.69,74.32,True,True,False,71.78423236514523,4.82,28.21576763485477,0,25.487376567921,1.2600000000000051,0,7,False,False,64.282,86.988,1
2025-05-24,FL_001,OP_008,1.38,6.69,1.18,49.79,49.85,76.33,False,True,False,85.00635324015248,7.87,14.993646759847522,0,25.57065185481719,1.8999999999999986,0,5,True,False,66.62,80.15799999999999,1
2025-06-09,FL_001,OP_007,2.58,5.95,1.75,84.31,47.48,90.1,False,True,False,77.27272727272727,7.7,22.727272727272734,0,9.432005604483585,0.47000000000000597,0,5,False,False,66.338,88.126,1
2025-06-11,FL_001,OP_003,16.3,3.74,1.15,81.34,46.48,136.06,False,False,False,76.48261758691206,4.890000000000001,23.517382413087944,0,16.93941553242594,1.470000000000006,1,0,True,False,70.04,99.898,0
2025-06-12,FL_001,OP_002,10.78,1.85,3.63,93.28,48.26,52.16,False,False,False,33.75912408759124,5.48,66.24087591240877,0,2.3386389111289025,0.30999999999999517,0,0,True,False,71.464,85.79400000000001,0
2025-06-15,FL_001,OP_006,7.29,1.02,1.23,82.8,45.84,81.55,True,False,False,45.333333333333336,2.25,54.666666666666664,0,9.358553509474246,2.1099999999999994,0,2,False,False,78.304,87.24,0
2025-06-24,FL_001,OP_005,0.4,2.51,2.49,80.47,49.7,47.21,False,True,False,50.2,5.0,49.8,0,6.151663330664532,1.75,0,5,True,False,84.44,81.41600000000001,1
2025-06-25,FL_001,OP_007,10.58,3.8,0.39,60.66,46.32,27.95,True,True,False,90.69212410501194,4.1899999999999995,9.307875894988058,0,7.336222311182279,1.6300000000000026,0,7,True,False,79.71000000000001,68.986,1
2025-06-28,FL_001,OP_008,3.64,2.74,1.02,84.59,48.7,28.88,True,False,False,72.87234042553192,3.7600000000000002,27.127659574468083,0,2.969314117961035,0.75,0,2,False,False,80.36,47.55,0
2025-06-30,FL_001,OP_006,9.13,0.85,1.49,42.71,50.5,69.92,False,True,False,36.324786324786324,2.34,63.675213675213676,0,26.726159594342143,2.549999999999997,0,5,False,True,70.24600000000001,51.102,1
2025-07-01,FL_001,OP_004,4.25,5.31,2.42,48.08,44.22,75.19,False,True,False,68.6934023285899,7.7299999999999995,31.306597671410103,0,26.046602615425673,3.730000000000004,0,5,True,False,63.302,49.83,1
2025-07-04,FL_001,OP_007,6.17,0.55,0.46,98.42,44.02,145.76,False,False,False,54.45544554455446,1.01,45.54455445544554,0,1.5365679210034677,3.9299999999999997,1,0,False,True,66.89200000000001,69.53999999999999,1
2025-07-05,FL_001,OP_006,4.82,2.88,0.45,96.83,46.25,18.21,True,False,False,86.48648648648648,3.33,13.513513513513516,0,0.385146116893515,1.7000000000000028,0,2,True,False,74.126,67.592,0
2025-07-07,FL_001,OP_001,6.71,0.97,3.95,66.06,49.22,10.88,True,False,False,19.715447154471544,4.92,80.28455284552845,0,2.4637523352014945,1.269999999999996,0,2,True,False,70.42,63.992,0
2025-07-08,FL_001,OP_006,14.29,3.61,0.38,21.53,51.59,30.26,True,False,0,90.47619047619048,3.9899999999999998,9.523809523809518,1,15.842688817720845,3.6400000000000006,0,2,False,False,66.184,56.06,1
2025-07-15,FL_001,OP_001,13.95,2.22,3.29,74.68,47.06,58.86,True,True,False,40.290381125226865,5.51,59.709618874773135,0,9.943522818254602,0.8900000000000006,0,7,False,True,71.50399999999999,52.794,1
2025-07-16,FL_001,OP_008,0.89,5.3,1.94,84.7,50.39,42.11,True,False,False,73.20441988950276,7.24,26.79558011049724,0,4.298658927141712,2.4399999999999977,0,2,False,True,68.76000000000002,32.064,0
2025-07-30,FL_001,OP_001,16.14,6.63,1.24,69.74,49.31,76.99,True,True,False,84.24396442185514,7.87,15.75603557814486,0,15.543884440886046,1.3599999999999994,0,7,False,False,63.342,43.82,1
2025-08-03,FL_001,OP_003,5.23,0.72,3.53,26.5,50.46,88.23,True,False,False,16.941176470588236,4.25,83.05882352941177,1,43.267313851080864,2.509999999999998,0,2,True,False,55.42999999999999,59.29,1
2025-08-09,FL_001,OP_008,6.36,0.03,0.37,83.61,44.12,129.26,True,True,False,7.5,0.4,92.5,0,14.135117427275153,3.8300000000000054,0,7,True,False,67.846,79.09,1
2025-08-10,FL_001,OP_005,16.82,2.19,3.78,37.73,44.06,145.61,False,True,False,36.68341708542714,5.97,63.31658291457286,0,60.49596143581533,3.8900000000000006,1,5,False,True,60.456,96.44,1
2025-08-21,FL_001,OP_006,15.66,1.92,1.39,35.32,51.4,100.26,False,True,False,58.006042296072515,3.3099999999999996,41.993957703927485,0,43.26672538030425,3.4499999999999957,0,5,False,False,50.58,108.07000000000001,1
2025-09-03,FL_001,OP_003,9.02,0.2,0.58,86.97,44.89,25.93,True,True,False,25.641025641025646,0.78,74.35897435897435,0,2.254256071523886,3.0600000000000023,0,7,False,False,54.025999999999996,97.85799999999999,1
2025-09-16,FL_001,OP_004,2.5,3.13,3.68,46.86,47.52,18.5,True,False,False,45.96182085168869,6.8100000000000005,54.03817914831131,0,6.559180677875634,0.4299999999999997,0,2,False,False,58.098,83.912,0
2025-09-19,FL_001,OP_007,2.75,1.65,2.99,77.57,49.53,149.35,False,False,False,35.5603448275862,4.640000000000001,64.43965517241381,0,22.35068388043769,1.5799999999999983,1,0,True,False,56.89,87.92999999999999,1
2025-09-28,FL_001,OP_008,15.38,4.11,3.18,66.51,46.42,85.47,False,True,False,56.37860082304527,7.290000000000001,43.62139917695473,0,19.097880304243393,1.5300000000000011,0,5,False,True,62.646,75.902,1
2025-10-05,FL_001,OP_002,9.37,2.12,2.4,64.47,50.06,15.55,True,False,False,46.90265486725664,4.52,53.09734513274336,0,3.6862256471844144,2.1099999999999994,0,2,True,False,68.476,58.96,0
2025-10-09,FL_001,OP_001,8.42,1.12,1.25,34.26,46.21,127.05,False,True,False,47.257383966244724,2.37,52.742616033755276,0,55.7263610888711,1.740000000000002,0,5,False,True,57.93399999999999,79.184,1
2025-10-10,FL_001,OP_004,2.51,3.88,1.93,99.85,44.88,129.69,False,True,False,66.78141135972461,5.81,33.218588640275385,0,0.12979383506805936,3.0700000000000003,0,5,False,False,68.532,101.422,1
2025-10-12,FL_001,OP_003,4.87,5.48,2.07,32.18,50.86,112.83,True,False,False,72.58278145695364,7.550000000000001,27.41721854304636,0,51.05504803843074,2.9099999999999966,0,2,False,False,59.45399999999999,94.118,1
2025-10-20,FL_001,OP_006,3.22,3.87,2.97,84.22,49.95,39.92,True,False,False,56.57894736842105,6.84,43.42105263157895,0,4.202946357085669,2.0,0,2,True,False,62.996,85.008,0
2025-10-27,FL_001,OP_007,4.03,0.78,2.66,42.17,47.47,106.71,False,False,False,22.674418604651162,3.4400000000000004,77.32558139534883,0,41.17320056044836,0.480000000000004,0,0,True,False,58.536,103.23999999999998,1
2025-11-11,FL_001,OP_005,12.49,0.31,2.54,81.35,48.15,144.12,True,True,False,10.877192982456139,2.85,89.12280701754386,0,17.933266613290638,0.19999999999999574,1,7,False,True,67.954,106.654,1
2025-11-26,FL_001,OP_007,16.27,3.98,2.04,31.68,50.18,79.17,True,True,False,66.11295681063123,6.02,33.88704318936877,0,36.08816653322658,2.229999999999997,0,7,True,False,54.32000000000001,96.55,1
2025-12-12,FL_001,OP_001,16.58,1.43,1.04,34.43,49.92,13.02,False,True,False,57.89473684210527,2.4699999999999998,42.10526315789473,0,5.696032826261008,1.9699999999999989,0,5,False,False,54.77,76.588,1
2025-12-15,FL_001,OP_006,12.29,5.16,1.03,52.84,48.43,58.85,False,False,False,83.36025848142164,6.19,16.63974151857836,0,18.517253803042433,0.4799999999999969,0,0,False,True,48.494,80.374,0
2025-12-25,FL_001,OP_001,5.19,5.93,1.51,61.23,47.69,106.24,True,False,False,79.70430107526883,7.4399999999999995,20.29569892473117,0,27.481483853749666,0.2600000000000051,0,2,False,True,52.306000000000004,80.28,0
2025-12-29,FL_001,OP_003,1.49,3.25,3.61,75.11,47.42,54.58,True,False,False,47.376093294460645,6.859999999999999,52.623906705539355,0,9.063892447291167,0.5300000000000011,0,2,True,False,51.058,62.372,0
2026-01-07,FL_001,OP_005,10.75,4.02,0.63,58.9,46.17,25.91,False,False,False,86.45161290322581,4.6499999999999995,13.548387096774192,0,7.105024019215373,1.7800000000000011,0,0,False,True,56.501999999999995,51.71999999999999,0
2026-01-10,FL_001,OP_002,10.63,3.89,0.56,52.14,46.92,142.25,False,False,False,87.41573033707866,4.45,12.584269662921344,0,45.42357219108621,1.0300000000000011,1,0,False,False,60.044000000000004,77.566,1
2025-01-21,FL_002,OP_007,12.13,6.0,1.75,46.45,47.3,12.7,True,True,False,77.41935483870968,7.75,22.58064516129032,0,4.5375300240192145,0.6500000000000057,0,7,False,False,46.45,12.7,1
2025-01-29,FL_002,OP_008,13.47,0.33,2.91,84.01,48.64,119.66,False,False,False,10.185185185185185,3.24,89.81481481481481,0,12.765968775020012,0.6899999999999977,0,0,False,True,65.23,66.17999999999999,0
2025-02-03,FL_002,OP_001,6.64,2.76,1.19,31.6,44.19,25.62,True,False,False,69.87341772151898,3.9499999999999997,30.126582278481024,0,11.692073658927145,3.760000000000005,0,2,False,False,54.02,52.66,0
2025-02-05,FL_002,OP_005,16.37,3.47,2.12,45.36,46.36,35.11,True,True,False,62.07513416815743,5.59,37.92486583184257,0,12.799642380571123,1.5900000000000034,0,7,True,False,51.855000000000004,48.2725,1
2025-02-09,FL_002,OP_005,3.93,1.2,1.64,42.4,46.88,57.23,True,True,False,42.25352112676056,2.84,57.74647887323944,0,21.993915132105688,1.0700000000000003,0,7,False,False,49.964,50.064,1
2025-02-12,FL_002,OP_005,13.27,0.04,0.99,63.09,48.67,84.68,0,True,False,3.8834951456310676,1.03,96.11650485436893,0,20.853608219909262,0.7199999999999989,0,5,False,False,53.29200000000001,64.46000000000001,1
2025-02-13,FL_002,OP_002,9.77,6.8,1.19,76.4,47.19,62.58,False,True,False,85.1063829787234,7.99,14.893617021276597,0,9.853803042433944,0.7600000000000051,0,5,False,False,51.77,53.044,1
2025-02-14,FL_002,OP_007,14.24,4.26,3.04,62.98,50.84,107.66,False,False,False,58.356164383561634,7.3,41.643835616438366,0,26.591761409127304,2.8900000000000006,0,0,True,False,58.04600000000001,69.452,0
2025-02-15,FL_002,OP_005,12.75,5.81,0.52,57.49,46.29,126.43,False,True,False,91.78515007898893,6.33,8.214849921011066,0,35.858949159327466,1.6600000000000037,0,5,False,True,60.472,87.716,1
2025-02-23,FL_002,OP_002,17.32,0.53,1.11,29.94,50.92,80.34,True,False,False,32.31707317073171,1.6400000000000001,67.6829268292683,1,37.554179343474786,2.969999999999999,0,2,True,False,57.980000000000004,92.338,0
2025-02-25,FL_002,OP_007,6.67,5.05,0.77,86.31,45.82,135.57,False,False,False,86.76975945017182,5.82,13.230240549828181,0,12.382928342674138,2.1300000000000026,1,0,False,True,62.624,102.51599999999999,0
2025-02-26,FL_002,OP_005,1.85,6.46,0.34,79.09,50.17,139.78,False,True,False,95.0,6.8,5.0,0,19.500932746196955,2.219999999999999,1,5,False,False,63.162,117.95599999999999,1
2025-03-06,FL_002,OP_002,16.08,3.6,1.18,45.92,45.9,50.74,True,False,False,75.31380753138075,4.78,24.686192468619254,0,18.308107819589008,2.0500000000000043,0,2,False,False,59.75,106.572,0
2025-03-16,FL_002,OP_008,16.91,1.06,3.78,68.01,45.93,34.63,False,False,False,21.900826446280995,4.84,78.099173553719,0,7.39133773685615,2.020000000000003,0,0,True,False,61.854,88.21200000000002,0
2025-03-26,FL_002,OP_004,17.47,5.41,0.52,99.6,45.59,47.79,False,False,False,91.23102866779091,5.93,8.768971332209091,0,0.12754203362690333,2.3599999999999994,0,0,True,False,75.786,81.702,1
2025-03-28,FL_002,OP_007,14.64,0.62,0.1,34.75,48.93,138.01,True,False,False,86.11111111111111,0.72,13.888888888888886,0,60.082415932746194,0.9799999999999969,1,2,False,False,65.474,82.19,1
2025-04-03,FL_002,OP_003,12.45,3.41,2.58,34.67,46.87,36.99,False,True,False,56.928213689482476,5.99,43.071786310517524,0,16.123276621297038,1.0800000000000054,0,5,False,False,56.59000000000001,61.63199999999999,1
2025-04-06,FL_002,OP_005,15.5,3.75,0.37,42.41,50.89,129.55,False,True,False,91.01941747572815,4.12,8.980582524271853,0,49.77838604216708,2.9399999999999977,0,5,True,False,55.888,77.394,1
2025-04-13,FL_002,OP_006,5.25,1.15,1.88,92.27,49.31,62.24,False,False,False,37.95379537953795,3.03,62.04620462046205,0,3.2100026688017103,1.3599999999999994,0,0,False,True,60.739999999999995,82.91600000000001,0
2025-04-14,FL_002,OP_001,15.68,1.63,1.81,31.66,50.09,66.91,False,True,False,47.383720930232556,3.44,52.616279069767444,0,30.508602882305844,2.1400000000000006,0,5,False,False,47.152,86.74000000000001,1
2025-04-17,FL_002,OP_001,3.12,3.85,1.36,45.6,44.29,137.43,False,False,False,73.89635316698656,5.21,26.103646833013443,0,49.881184947958374,3.6600000000000037,1,0,False,True,49.321999999999996,86.624,1
2025-04-19,FL_002,OP_003,0.48,3.96,3.11,39.57,47.29,45.22,False,True,False,56.011315417256014,7.07,43.988684582743986,0,18.232216439818522,0.6600000000000037,0,5,True,False,50.302,88.27000000000001,1
2025-04-21,FL_002,OP_004,5.67,1.03,1.23,75.53,51.55,140.72,False,False,False,45.575221238938056,2.26,54.424778761061944,0,22.97450226848145,3.5999999999999943,1,0,False,True,56.926,90.50399999999999,0
2025-04-25,FL_002,OP_008,7.49,4.79,3.11,92.55,46.38,107.07,True,True,False,60.63291139240506,7.9,39.36708860759494,0,5.3220676541233,1.5700000000000003,0,7,False,True,56.982000000000006,99.47,1
2025-05-03,FL_002,OP_004,3.17,2.01,1.79,22.83,51.48,78.52,True,False,False,52.89473684210526,3.8,47.10526315789474,1,40.428265278889775,3.529999999999994,0,2,False,False,55.215999999999994,101.792,1
2025-05-11,FL_002,OP_005,0.2,2.74,1.98,20.94,45.1,34.65,True,True,False,58.05084745762712,4.720000000000001,41.94915254237288,1,18.277481985588473,2.8500000000000014,0,7,False,False,50.284,81.23599999999999,1
2025-05-15,FL_002,OP_006,2.26,0.72,2.31,47.9,48.13,46.62,True,True,False,23.76237623762376,3.0300000000000002,76.23762376237624,0,16.20564451561249,0.17999999999999972,0,7,True,False,51.95,81.51599999999999,1
2025-05-16,FL_002,OP_008,6.53,6.67,1.14,90.37,49.16,107.2,False,True,False,85.40332906530091,7.81,14.596670934699091,0,6.887750200160125,1.2099999999999937,0,5,True,False,54.918000000000006,74.812,1
2025-05-17,FL_002,OP_007,15.18,1.55,2.24,90.16,48.36,27.75,False,False,False,40.89709762532981,3.79,59.10290237467019,0,1.8218574859887917,0.4099999999999966,0,0,False,True,54.44,58.948,0
2025-05-19,FL_002,OP_005,3.68,6.93,0.15,94.36,46.62,73.21,False,False,False,97.88135593220339,7.08,2.118644067796609,0,2.754899919935949,1.3300000000000054,0,0,False,False,68.74600000000001,57.88599999999999,1
2025-05-25,FL_002,OP_008,9.29,0.89,2.28,36.21,44.32,116.26,False,False,False,28.075709779179814,3.17,71.92429022082018,0,49.48108753669602,3.6300000000000026,0,0,False,False,71.8,74.208,1
2025-05-26,FL_002,OP_005,4.74,2.69,2.04,60.64,50.87,70.22,False,True,False,56.871035940803374,4.73,43.128964059196626,0,18.440480384307445,2.9199999999999946,0,5,False,False,74.348,78.928,1
2025-06-07,FL_002,OP_004,11.57,0.45,3.29,36.25,44.81,29.54,True,False,False,12.032085561497325,3.74,87.96791443850267,0,12.56455164131305,3.1400000000000006,0,2,False,False,63.524,63.396,0
2025-06-09,FL_002,OP_004,1.87,0.9,3.06,64.37,49.04,87.28,False,True,False,22.72727272727273,3.96,77.27272727272727,0,20.748508139845207,1.0899999999999963,0,5,False,True,58.36600000000001,75.30199999999999,1
2025-06-12,FL_002,OP_008,13.23,5.69,0.15,64.66,47.24,149.18,True,False,False,97.43150684931507,5.840000000000001,2.5684931506849296,0,35.1749479583667,0.7100000000000009,1,2,True,False,52.426,90.49600000000001,1
2025-06-13,FL_002,OP_005,8.64,5.12,0.83,45.15,49.1,57.37,False,False,False,86.05042016806722,5.95,13.94957983193278,0,20.995092740859356,1.1499999999999986,0,0,False,False,54.214,78.71799999999999,0
2025-06-14,FL_002,OP_007,12.38,0.51,1.99,53.14,47.68,65.94,True,False,False,20.400000000000002,2.5,79.6,0,20.61614891913531,0.2700000000000031,0,2,True,False,52.714,77.86200000000001,0
2025-06-27,FL_002,OP_005,4.72,3.13,0.78,75.15,46.61,147.95,True,True,False,80.05115089514065,3.91,19.94884910485935,0,24.53000733920469,1.3400000000000034,1,7,True,False,60.49400000000001,101.54400000000001,1
2025-06-28,FL_002,OP_007,14.3,1.88,1.84,84.65,50.83,99.04,False,False,False,50.53763440860215,3.7199999999999998,49.46236559139785,0,10.143207899653053,2.8799999999999955,0,0,True,False,64.55,103.896,0
2025-07-13,FL_002,OP_005,6.63,3.95,0.69,55.83,48.24,145.52,False,True,False,85.12931034482759,4.640000000000001,14.870689655172413,0,42.88509741126235,0.28999999999999915,1,5,False,False,62.784000000000006,103.16399999999999,1
2025-07-14,FL_002,OP_002,10.12,4.89,2.17,25.4,48.94,45.11,0,True,False,69.26345609065156,7.06,30.73654390934844,1,22.452668801708032,0.9899999999999949,0,5,False,False,58.834,100.71200000000002,1
2025-07-18,FL_002,OP_003,8.72,2.95,2.91,71.76,44.56,60.88,False,True,False,50.34129692832765,5.86,49.65870307167235,0,11.470851347744862,3.3900000000000006,0,5,False,False,62.55800000000001,99.7,1
2025-07-25,FL_002,OP_004,1.01,5.84,1.57,99.23,46.53,65.56,False,True,False,78.81241565452092,7.41,21.18758434547908,0,0.33681078195889874,1.4200000000000017,0,5,True,False,67.374,83.22200000000001,1
2025-07-26,FL_002,OP_005,14.93,5.79,1.21,67.36,48.66,18.5,False,True,False,82.71428571428572,7.0,17.285714285714278,0,4.028823058446758,0.7099999999999937,0,5,False,True,63.91600000000001,67.114,1
2025-08-02,FL_002,OP_007,14.02,6.2,0.86,48.22,47.01,67.99,True,False,False,87.81869688385268,7.0600000000000005,12.181303116147319,0,23.488939151321055,0.9400000000000048,0,2,True,False,62.394000000000005,51.608000000000004,0
2025-08-30,FL_002,OP_002,4.79,1.64,1.3,55.94,47.24,60.29,True,False,False,55.78231292517006,2.94,44.21768707482994,0,17.72336135575127,0.7100000000000009,0,2,True,False,68.502,54.64399999999999,0
2025-09-02,FL_002,OP_004,16.06,1.04,1.37,29.0,48.46,59.34,True,False,False,43.15352697095435,2.41,56.84647302904565,1,28.110088070456367,0.509999999999998,0,2,False,False,59.95,54.336,0
2025-09-04,FL_002,OP_006,0.35,4.62,3.19,57.64,48.82,75.61,False,True,False,59.154929577464785,7.8100000000000005,40.845070422535215,0,21.36935948759007,0.8699999999999974,0,5,True,False,51.63199999999999,56.346000000000004,1
2025-09-14,FL_002,OP_005,8.91,4.6,2.41,74.65,46.33,133.48,False,False,False,65.62054208273894,7.01,34.379457917261064,0,22.576180944755798,1.6200000000000045,0,0,True,False,53.089999999999996,79.342,0
2025-09-16,FL_002,OP_004,6.49,3.17,2.81,97.97,48.81,24.43,True,True,False,53.01003344481605,5.98,46.98996655518395,0,0.33088404056578613,0.8599999999999994,0,7,False,False,63.04,70.63,1
2025-09-22,FL_002,OP_005,4.87,6.73,0.48,38.66,50.58,40.63,True,False,False,93.34257975034673,7.210000000000001,6.657420249653271,0,16.62826394448893,2.6299999999999955,0,2,True,False,59.584,66.69800000000001,1
2025-09-26,FL_002,OP_005,1.84,2.8,1.16,91.82,45.73,23.59,False,True,False,70.70707070707071,3.96,29.292929292929287,0,1.2874713103816398,2.220000000000006,0,5,False,False,72.148,59.54799999999999,1
2025-09-27,FL_002,OP_007,10.71,4.46,0.46,99.52,44.09,120.66,False,False,False,90.65040650406505,4.92,9.349593495934954,0,0.38642113690953084,3.8599999999999994,0,0,False,True,80.524,68.55799999999999,1
2025-09-30,FL_002,OP_007,2.56,1.57,1.18,98.37,44.94,18.94,False,True,False,57.09090909090909,2.75,42.90909090909091,0,0.20597945022684758,3.010000000000005,0,5,False,False,85.268,45.65,1
2025-10-04,FL_002,OP_004,8.09,2.37,2.27,56.84,46.33,92.93,True,True,False,51.077586206896555,4.640000000000001,48.922413793103445,0,26.76046704029891,1.6200000000000045,0,7,False,True,77.042,59.35,1
2025-10-09,FL_002,OP_001,6.29,0.31,0.4,30.59,44.05,134.92,False,True,False,43.66197183098592,0.71,56.33802816901408,0,62.481966906858815,3.9000000000000057,0,5,True,False,75.428,78.208,1
2025-10-10,FL_002,OP_002,14.01,5.05,2.37,52.69,51.87,43.34,True,False,False,68.05929919137466,7.42,31.940700808625337,0,13.680380304243398,3.9199999999999946,0,2,False,False,67.602,82.158,0
2025-10-12,FL_002,OP_002,14.27,1.07,0.17,58.65,49.8,25.22,False,False,False,86.29032258064517,1.24,13.709677419354833,0,6.957879637042967,1.8499999999999943,0,0,False,True,59.428,63.07000000000001,0
2025-10-19,FL_002,OP_005,14.93,0.21,0.65,76.91,44.02,55.48,False,True,False,24.418604651162788,0.86,75.58139534883722,0,8.547058980517749,3.9299999999999997,0,5,False,False,55.136,70.378,1
2025-10-25,FL_002,OP_007,7.97,4.82,2.47,89.82,45.3,120.53,False,True,False,66.11796982167351,7.290000000000001,33.88203017832649,0,8.186518548171877,2.6500000000000057,0,5,False,False,61.73199999999999,75.898,1
2025-10-26,FL_002,OP_006,3.73,4.42,2.62,72.24,44.06,37.58,True,True,False,62.78409090909091,7.04,37.21590909090909,0,6.960373632239126,3.8900000000000006,0,7,True,False,70.062,56.42999999999999,1
2025-10-27,FL_002,OP_008,14.21,3.6,0.26,92.57,50.11,63.58,False,True,False,93.26424870466322,3.8600000000000003,6.735751295336783,0,3.151850813984524,2.1599999999999966,0,5,True,False,78.038,60.477999999999994,1
2025-10-29,FL_002,OP_002,11.22,6.36,1.23,79.57,48.02,21.47,True,False,False,83.79446640316206,7.59,16.205533596837938,0,2.9265552441953573,0.07000000000000028,0,2,False,False,82.222,59.727999999999994,0
2025-11-05,FL_002,OP_003,0.14,3.07,3.22,20.2,46.43,86.34,True,True,False,48.807631160572335,6.29,51.192368839427665,1,45.96965572457967,1.5200000000000031,0,7,True,False,70.87999999999998,65.9,1
2025-11-06,FL_002,OP_007,0.18,0.26,1.68,85.81,47.98,111.69,False,True,False,13.402061855670103,1.94,86.5979381443299,0,10.574333466773417,0.02999999999999403,0,5,False,True,70.078,64.13199999999999,1
2025-11-08,FL_002,OP_005,10.97,1.0,0.88,50.76,50.67,103.51,True,True,False,53.191489361702125,1.88,46.808510638297875,0,34.00608753669603,2.719999999999999,0,7,False,True,65.78200000000001,77.31800000000001,1
2025-11-11,FL_002,OP_001,4.56,3.39,1.46,88.49,50.31,46.22,0,False,False,69.89690721649485,4.85,30.103092783505147,0,3.5494542300507086,2.3599999999999994,0,0,False,True,64.96600000000001,73.84599999999999,0
2025-11-15,FL_002,OP_005,10.61,1.38,1.98,80.84,46.57,91.91,False,True,False,41.07142857142857,3.36,58.92857142857143,0,11.749370162796902,1.3800000000000026,0,5,True,False,65.22,87.934,1
